127.0.0.1 - - [24/Oct/2018:23:29:26 +0530] "GET / HTTP/1.1" 404 998
0:0:0:0:0:0:0:1 - - [24/Oct/2018:23:29:42 +0530] "GET /onlineshopping/resources/images/banner3.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Oct/2018:23:29:43 +0530] "GET /onlineshopping/resources/js/bootbox.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Oct/2018:23:29:43 +0530] "GET /onlineshopping/resources/images/banner1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Oct/2018:23:29:43 +0530] "GET /onlineshopping/resources/images/banner4.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Oct/2018:23:29:43 +0530] "GET /onlineshopping/resources/images/pre-loader.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Oct/2018:23:29:46 +0530] "GET /onlineshopping/json/data/mp/products HTTP/1.1" 200 1108
0:0:0:0:0:0:0:1 - - [24/Oct/2018:23:29:46 +0530] "GET /onlineshopping/json/data/mv/products HTTP/1.1" 200 1155
0:0:0:0:0:0:0:1 - - [24/Oct/2018:23:29:47 +0530] "GET /onlineshopping/resources/images/PRDABC123DEFX.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Oct/2018:23:29:47 +0530] "GET /onlineshopping/resources/fonts/glyphicons-halflings-regular.woff2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Oct/2018:23:29:47 +0530] "GET /onlineshopping/resources/images/PRDDEF123DEFX.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Oct/2018:23:29:47 +0530] "GET /onlineshopping/resources/images/PRDABCXYZDEFX.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Oct/2018:23:29:47 +0530] "GET /favicon.ico HTTP/1.1" 404 1020
0:0:0:0:0:0:0:1 - - [24/Oct/2018:23:29:51 +0530] "GET /onlineshopping/login HTTP/1.1" 200 4019
0:0:0:0:0:0:0:1 - - [24/Oct/2018:23:29:58 +0530] "POST /onlineshopping/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [24/Oct/2018:23:29:58 +0530] "GET /onlineshopping/ HTTP/1.1" 200 11927
0:0:0:0:0:0:0:1 - - [24/Oct/2018:23:30:01 +0530] "GET /onlineshopping/json/data/mp/products HTTP/1.1" 200 1108
0:0:0:0:0:0:0:1 - - [24/Oct/2018:23:30:01 +0530] "GET /onlineshopping/json/data/mv/products HTTP/1.1" 200 1155
0:0:0:0:0:0:0:1 - - [24/Oct/2018:23:30:16 +0530] "GET /onlineshopping/ HTTP/1.1" 200 11927
0:0:0:0:0:0:0:1 - - [24/Oct/2018:23:30:49 +0530] "GET /onlineshopping/show/12/product HTTP/1.1" 200 7369
0:0:0:0:0:0:0:1 - - [24/Oct/2018:23:30:53 +0530] "GET /onlineshopping/show/all/products HTTP/1.1" 200 8380
0:0:0:0:0:0:0:1 - - [24/Oct/2018:23:30:54 +0530] "GET /onlineshopping/json/data/all/products?_=1540404054057 HTTP/1.1" 200 3239
0:0:0:0:0:0:0:1 - - [24/Oct/2018:23:30:54 +0530] "GET /onlineshopping/resources/images/PRDPQR123WGTX.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Oct/2018:23:30:54 +0530] "GET /onlineshopping/resources/images/PRDMNO123PQRX.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Oct/2018:23:31:01 +0530] "GET /onlineshopping/show/all/products HTTP/1.1" 200 8380
